player,opp,surface,indoor,tourney_date,best_of,ace,df,svpt,svgms,tourney_name,round,score,won,sv_1in,sv_1won,sv_2won,bp_saved,bp_faced,rank,opp_rank
Dustin Brown,Felix Auger-Aliassime,Grass,O,20190610,3,9.0,6.0,124.0,18.0,Stuttgart,QF,7-6(3) 6-7(2) 7-6(2),0,81.0,56.0,28.0,6.0,7.0,170.0,21.0
Marton Fucsovics,Milos Raonic,Grass,O,20190610,3,7.0,7.0,60.0,10.0,Stuttgart,QF,6-4 6-4,0,31.0,24.0,12.0,0.0,2.0,52.0,18.0
Lucas Pouille,Jan-Lennard Struff,Grass,O,20190610,3,7.0,5.0,69.0,10.0,Stuttgart,QF,6-4 6-4,0,36.0,26.0,17.0,9.0,11.0,26.0,38.0
Denis Kudla,Matteo Berrettini,Grass,O,20190610,3,3.0,1.0,63.0,9.0,Stuttgart,QF,6-3 6-3,0,37.0,24.0,12.0,4.0,7.0,84.0,30.0
Jan-Lennard Struff,Matteo Berrettini,Grass,O,20190610,3,7.0,2.0,62.0,11.0,Stuttgart,SF,6-4 7-5,0,36.0,28.0,15.0,2.0,4.0,38.0,30.0
Felix Auger-Aliassime,Matteo Berrettini,Grass,O,20190610,3,16.0,1.0,76.0,11.0,Stuttgart,F,6-4 7-6(11),0,52.0,44.0,12.0,5.0,6.0,21.0,30.0
Jannik Sinner,Nicolas Jarry,Grass,O,20190610,3,1.0,2.0,58.0,10.0,'s-Hertogenbosch,R32,7-6(4) 6-3,0,35.0,20.0,15.0,0.0,3.0,219.0,60.0
Lorenzo Sonego,Mikhail Kukushkin,Grass,O,20190610,3,7.0,3.0,91.0,16.0,'s-Hertogenbosch,R32,5-7 6-4 6-4,0,53.0,42.0,21.0,2.0,4.0,76.0,47.0
Aljaz Bedene,Richard Gasquet,Grass,O,20190610,3,21.0,3.0,120.0,17.0,'s-Hertogenbosch,R32,6-7(3) 7-6(5) 6-4,0,80.0,55.0,20.0,8.0,12.0,93.0,42.0
Thomas Fabbiano,Andreas Seppi,Grass,O,20190610,3,3.0,3.0,89.0,12.0,'s-Hertogenbosch,R32,7-6(10) 7-5,0,57.0,39.0,12.0,2.0,6.0,104.0,72.0
Tommy Paul,Jordan Thompson,Grass,O,20190610,3,3.0,0.0,72.0,13.0,'s-Hertogenbosch,R32,3-6 6-1 6-4,0,38.0,26.0,19.0,4.0,8.0,138.0,62.0
Joao Sousa,Frances Tiafoe,Grass,O,20190610,3,7.0,1.0,74.0,10.0,'s-Hertogenbosch,R32,6-2 7-6(0),0,47.0,30.0,14.0,9.0,12.0,71.0,35.0
Alejandro Davidovich Fokina,David Goffin,Grass,O,20190610,3,1.0,2.0,46.0,7.0,'s-Hertogenbosch,R32,6-0 6-2,0,35.0,16.0,4.0,5.0,10.0,129.0,33.0
Matthew Ebden,Pierre-Hugues Herbert,Grass,O,20190610,3,5.0,5.0,69.0,11.0,'s-Hertogenbosch,R32,6-4 7-5,0,45.0,32.0,7.0,7.0,11.0,66.0,45.0
Thiemo de Bakker,Adrian Mannarino,Grass,O,20190610,3,9.0,4.0,55.0,7.0,'s-Hertogenbosch,R32,6-2 6-1,0,32.0,22.0,4.0,9.0,13.0,224.0,44.0
Salvatore Caruso,Cristian Garin,Grass,O,20190610,3,1.0,1.0,53.0,8.0,'s-Hertogenbosch,R32,6-1 6-4,0,37.0,20.0,6.0,3.0,7.0,122.0,32.0
Ugo Humbert,Robin Haase,Grass,O,20190610,3,18.0,3.0,114.0,18.0,'s-Hertogenbosch,R32,5-7 7-6(2) 7-6(4),0,70.0,57.0,23.0,3.0,4.0,64.0,67.0
Jurij Rodionov,Taylor Fritz,Grass,O,20190610,3,8.0,0.0,65.0,11.0,'s-Hertogenbosch,R32,7-6(2) 6-4,0,39.0,30.0,16.0,2.0,3.0,211.0,41.0
Stefanos Tsitsipas,Nicolas Jarry,Grass,O,20190610,3,6.0,5.0,88.0,15.0,'s-Hertogenbosch,R16,6-4 3-6 6-4,0,52.0,39.0,19.0,2.0,4.0,6.0,60.0
Mikhail Kukushkin,Richard Gasquet,Grass,O,20190610,3,1.0,3.0,71.0,10.0,'s-Hertogenbosch,R16,6-4 6-3,0,38.0,25.0,13.0,9.0,13.0,47.0,42.0
Andreas Seppi,Alex de Minaur,Grass,O,20190610,3,3.0,4.0,61.0,10.0,'s-Hertogenbosch,R16,7-5 6-3,0,29.0,23.0,14.0,5.0,8.0,72.0,24.0
Frances Tiafoe,Jordan Thompson,Grass,O,20190610,3,1.0,3.0,54.0,8.0,'s-Hertogenbosch,R16,6-3 6-2,0,35.0,22.0,6.0,1.0,5.0,35.0,62.0
Pierre-Hugues Herbert,David Goffin,Grass,O,20190610,3,6.0,2.0,66.0,10.0,'s-Hertogenbosch,R16,6-3 7-5,0,40.0,26.0,13.0,3.0,6.0,45.0,33.0
Fernando Verdasco,Adrian Mannarino,Grass,O,20190610,3,5.0,2.0,71.0,13.0,'s-Hertogenbosch,R16,1-6 6-3 6-4,0,48.0,32.0,11.0,0.0,4.0,34.0,44.0
Robin Haase,Cristian Garin,Grass,O,20190610,3,8.0,5.0,79.0,12.0,'s-Hertogenbosch,R16,7-5 7-5,0,44.0,28.0,14.0,7.0,12.0,67.0,32.0
Taylor Fritz,Borna Coric,Grass,O,20190610,3,7.0,2.0,75.0,14.0,'s-Hertogenbosch,R16,4-6 6-3 6-3,0,44.0,34.0,17.0,0.0,3.0,41.0,14.0
Nicolas Jarry,Richard Gasquet,Grass,O,20190610,3,14.0,2.0,74.0,11.0,'s-Hertogenbosch,QF,7-6(8) 6-4,0,42.0,29.0,21.0,3.0,4.0,60.0,42.0
Alex de Minaur,Jordan Thompson,Grass,O,20190610,3,0.0,6.0,75.0,13.0,'s-Hertogenbosch,QF,4-6 6-2 6-3,0,50.0,35.0,10.0,1.0,6.0,24.0,62.0
David Goffin,Adrian Mannarino,Grass,O,20190610,3,4.0,10.0,90.0,15.0,'s-Hertogenbosch,QF,4-6 7-5 6-3,0,40.0,26.0,24.0,6.0,12.0,33.0,44.0
Cristian Garin,Borna Coric,Grass,O,20190610,3,7.0,5.0,107.0,17.0,'s-Hertogenbosch,QF,6-7(4) 6-3 7-6(6),0,61.0,47.0,25.0,4.0,8.0,32.0,14.0
Richard Gasquet,Jordan Thompson,Grass,O,20190610,3,3.0,0.0,72.0,10.0,'s-Hertogenbosch,SF,7-5 6-3,0,38.0,26.0,17.0,10.0,13.0,42.0,62.0
Borna Coric,Adrian Mannarino,Grass,O,20190610,3,9.0,1.0,95.0,15.0,'s-Hertogenbosch,SF,4-6 6-3 7-6(4),0,56.0,38.0,20.0,4.0,7.0,14.0,44.0
Jordan Thompson,Adrian Mannarino,Grass,O,20190610,3,5.0,0.0,70.0,10.0,'s-Hertogenbosch,F,7-6(7) 6-3,0,49.0,32.0,9.0,2.0,4.0,62.0,44.0
Kyle Edmund,Stefanos Tsitsipas,Grass,O,20190617,3,6.0,2.0,69.0,11.0,Queen's Club,R32,6-3 7-5,0,46.0,30.0,12.0,6.0,9.0,30.0,6.0
Mikhail Kukushkin,Jeremy Chardy,Grass,O,20190617,3,1.0,1.0,60.0,8.0,Queen's Club,R32,6-1 6-3,0,45.0,26.0,5.0,4.0,8.0,47.0,65.0
Roberto Carballes Baena,Nick Kyrgios,Grass,O,20190617,3,2.0,3.0,87.0,11.0,Queen's Club,R32,7-6(4) 6-3,0,49.0,32.0,18.0,5.0,7.0,72.0,39.0
Grigor Dimitrov,Felix Auger-Aliassime,Grass,O,20190617,3,6.0,2.0,47.0,10.0,Queen's Club,R32,6-4 6-4,0,32.0,25.0,11.0,1.0,3.0,45.0,21.0
Denis Shapovalov,Juan Martin del Potro,Grass,O,20190617,3,10.0,2.0,58.0,11.0,Queen's Club,R32,7-5 6-4,0,32.0,23.0,17.0,1.0,3.0,25.0,12.0
Marton Fucsovics,Feliciano Lopez,Grass,O,20190617,3,5.0,8.0,106.0,16.0,Queen's Club,R32,6-7(4) 6-3 6-4,0,62.0,43.0,24.0,8.0,12.0,51.0,113.0
Alex de Minaur,Aljaz Bedene,Grass,O,20190617,3,4.0,4.0,98.0,15.0,Queen's Club,R32,3-6 6-4 6-4,0,57.0,43.0,23.0,6.0,8.0,26.0,92.0
Marco Cecchinato,Milos Raonic,Grass,O,20190617,3,5.0,3.0,61.0,8.0,Queen's Club,R32,6-3 6-2,0,39.0,24.0,9.0,6.0,9.0,40.0,18.0
Cristian Garin,Marin Cilic,Grass,O,20190617,3,7.0,2.0,64.0,9.0,Queen's Club,R32,6-1 7-6(5),0,45.0,26.0,6.0,5.0,9.0,32.0,15.0
Alexander Bublik,Diego Schwartzman,Grass,O,20190617,3,4.0,5.0,51.0,9.0,Queen's Club,R32,6-2 6-3,0,26.0,16.0,11.0,3.0,7.0,85.0,23.0
Jay Clarke,Lucas Pouille,Grass,O,20190617,3,3.0,6.0,57.0,9.0,Queen's Club,R32,7-6(2) 6-1,0,25.0,21.0,13.0,7.0,9.0,164.0,29.0
Fernando Verdasco,Daniil Medvedev,Grass,O,20190617,3,7.0,6.0,59.0,9.0,Queen's Club,R32,6-2 6-4,0,29.0,22.0,11.0,4.0,7.0,37.0,13.0
Daniel Evans,Stan Wawrinka,Grass,O,20190617,3,1.0,4.0,50.0,9.0,Queen's Club,R32,6-3 6-4,0,34.0,24.0,9.0,2.0,4.0,63.0,19.0
Frances Tiafoe,Nicolas Mahut,Grass,O,20190617,3,5.0,2.0,65.0,10.0,Queen's Club,R32,6-3 7-6(5),0,42.0,29.0,11.0,3.0,5.0,36.0,191.0
James Ward,Gilles Simon,Grass,O,20190617,3,3.0,3.0,102.0,15.0,Queen's Club,R32,3-6 6-3 7-6(2),0,65.0,44.0,16.0,3.0,6.0,212.0,38.0
Cameron Norrie,Kevin Anderson,Grass,O,20190617,3,12.0,3.0,115.0,16.0,Queen's Club,R32,4-6 7-6(5) 6-4,0,76.0,55.0,24.0,9.0,10.0,49.0,8.0
Jeremy Chardy,Stefanos Tsitsipas,Grass,O,20190617,3,8.0,5.0,139.0,17.0,Queen's Club,R16,4-6 7-6(0) 7-6(4),0,92.0,59.0,24.0,10.0,13.0,65.0,6.0
Nick Kyrgios,Felix Auger-Aliassime,Grass,O,20190617,3,17.0,3.0,107.0,18.0,Queen's Club,R16,6-7(4) 7-6(3) 7-5,0,71.0,56.0,24.0,1.0,2.0,39.0,21.0
Aljaz Bedene,Milos Raonic,Grass,O,20190617,3,6.0,2.0,59.0,10.0,Queen's Club,R16,6-3 7-6(3),0,29.0,21.0,16.0,0.0,3.0,92.0,18.0
Marin Cilic,Diego Schwartzman,Grass,O,20190617,3,6.0,4.0,63.0,10.0,Queen's Club,R16,6-4 6-4,0,37.0,27.0,11.0,5.0,8.0,15.0,23.0
Lucas Pouille,Daniil Medvedev,Grass,O,20190617,3,2.0,4.0,110.0,17.0,Queen's Club,R16,7-6(9) 6-7(5) 6-4,0,63.0,44.0,25.0,3.0,7.0,29.0,13.0
Stan Wawrinka,Nicolas Mahut,Grass,O,20190617,3,18.0,2.0,92.0,17.0,Queen's Club,R16,3-6 7-5 7-6(2),0,60.0,53.0,16.0,5.0,7.0,19.0,191.0
Kevin Anderson,Gilles Simon,Grass,O,20190617,3,18.0,3.0,78.0,13.0,Queen's Club,R16,6-1 4-6 6-4,0,41.0,33.0,12.0,5.0,9.0,8.0,38.0
Stefanos Tsitsipas,Felix Auger-Aliassime,Grass,O,20190617,3,1.0,2.0,55.0,10.0,Queen's Club,QF,7-5 6-2,0,33.0,23.0,10.0,2.0,5.0,6.0,21.0
Milos Raonic,Feliciano Lopez,Grass,O,20190617,3,22.0,4.0,94.0,16.0,Queen's Club,QF,4-6 6-4 7-6(5),0,57.0,47.0,22.0,0.0,1.0,18.0,113.0
Diego Schwartzman,Daniil Medvedev,Grass,O,20190617,3,0.0,1.0,67.0,8.0,Queen's Club,QF,6-2 6-2,0,37.0,20.0,13.0,4.0,8.0,23.0,13.0
Nicolas Mahut,Gilles Simon,Grass,O,20190617,3,6.0,4.0,157.0,18.0,Queen's Club,QF,7-6(5) 5-7 7-6(3),0,99.0,69.0,26.0,11.0,13.0,191.0,38.0
Felix Auger-Aliassime,Feliciano Lopez,Grass,O,20190617,3,25.0,5.0,88.0,15.0,Queen's Club,SF,6-7(3) 6-3 6-4,0,58.0,48.0,15.0,8.0,10.0,21.0,113.0
Daniil Medvedev,Gilles Simon,Grass,O,20190617,3,13.0,3.0,94.0,15.0,Queen's Club,SF,6-7(4) 6-4 6-3,0,56.0,40.0,18.0,4.0,8.0,13.0,38.0
Gilles Simon,Feliciano Lopez,Grass,O,20190617,3,8.0,1.0,114.0,16.0,Queen's Club,F,6-2 6-7(4) 7-6(2),0,61.0,47.0,26.0,10.0,13.0,38.0,113.0
John Millman,Roger Federer,Grass,O,20190617,3,2.0,2.0,66.0,10.0,Halle,R32,7-6(1) 6-3,0,41.0,27.0,15.0,1.0,2.0,57.0,3.0
Benoit Paire,Jo-Wilfried Tsonga,Grass,O,20190617,3,5.0,6.0,62.0,11.0,Halle,R32,6-4 7-5,0,33.0,25.0,15.0,1.0,3.0,28.0,77.0
Peter Gojowczyk,Richard Gasquet,Grass,O,20190617,3,3.0,3.0,60.0,9.0,Halle,R32,6-3 6-4,0,28.0,19.0,19.0,9.0,11.0,121.0,54.0
Taylor Fritz,Roberto Bautista Agut,Grass,O,20190617,3,11.0,5.0,79.0,9.0,Halle,R32,7-6(10) 6-0,0,38.0,27.0,19.0,7.0,10.0,42.0,20.0
Jaume Munar,Borna Coric,Grass,O,20190617,3,3.0,0.0,57.0,10.0,Halle,R32,7-6(2) 6-3,0,37.0,30.0,10.0,0.0,1.0,88.0,14.0
Hubert Hurkacz,Joao Sousa,Grass,O,20190617,3,8.0,5.0,58.0,9.0,Halle,R32,7-6(3) 6-1,0,39.0,28.0,6.0,2.0,5.0,53.0,71.0
Rudolf Molleker,Sergiy Stakhovsky,Grass,O,20190617,3,12.0,11.0,129.0,15.0,Halle,R32,3-6 7-6(6) 6-2,0,67.0,52.0,28.0,14.0,16.0,152.0,123.0
Gael Monfils,Pierre-Hugues Herbert,Grass,O,20190617,3,5.0,8.0,86.0,11.0,Halle,R32,7-6(6) 6-4,0,52.0,34.0,16.0,5.0,7.0,16.0,43.0
Nikoloz Basilashvili,Matteo Berrettini,Grass,O,20190617,3,1.0,2.0,56.0,10.0,Halle,R32,6-4 6-4,0,28.0,20.0,19.0,1.0,3.0,17.0,22.0
Mats Moraing,Andreas Seppi,Grass,O,20190617,3,14.0,4.0,65.0,11.0,Halle,R32,6-4 7-6(4),0,35.0,29.0,18.0,1.0,2.0,223.0,69.0
Laslo Djere,Jan-Lennard Struff,Grass,O,20190617,3,5.0,2.0,58.0,10.0,Halle,R32,6-4 6-4,0,37.0,28.0,10.0,2.0,4.0,27.0,35.0
Miomir Kecmanovic,Karen Khachanov,Grass,O,20190617,3,2.0,1.0,75.0,11.0,Halle,R32,7-6(5) 6-4,0,45.0,32.0,17.0,4.0,6.0,82.0,9.0
Guido Pella,David Goffin,Grass,O,20190617,3,4.0,1.0,43.0,7.0,Halle,R32,6-1 6-1,0,31.0,15.0,4.0,5.0,10.0,24.0,33.0
Matthew Ebden,Radu Albot,Grass,O,20190617,3,10.0,7.0,101.0,14.0,Halle,R32,5-7 6-1 6-4,0,61.0,47.0,10.0,13.0,18.0,80.0,41.0
Philipp Kohlschreiber,Steve Johnson,Grass,O,20190617,3,4.0,0.0,52.0,9.0,Halle,R32,6-3 6-3,0,31.0,23.0,10.0,5.0,8.0,50.0,76.0
Robin Haase,Alexander Zverev,Grass,O,20190617,3,2.0,1.0,81.0,11.0,Halle,R32,6-4 7-5,0,42.0,27.0,17.0,10.0,14.0,66.0,5.0
Jo-Wilfried Tsonga,Roger Federer,Grass,O,20190617,3,15.0,0.0,97.0,17.0,Halle,R16,7-6(5) 4-6 7-5,0,59.0,49.0,20.0,2.0,4.0,77.0,3.0
Richard Gasquet,Roberto Bautista Agut,Grass,O,20190617,3,2.0,3.0,41.0,8.0,Halle,R16,6-1 6-4,0,25.0,17.0,8.0,0.0,3.0,54.0,20.0
Joao Sousa,Borna Coric,Grass,O,20190617,3,4.0,1.0,107.0,18.0,Halle,R16,7-6(4) 5-7 7-6(4),0,77.0,57.0,22.0,3.0,4.0,71.0,14.0
Sergiy Stakhovsky,Pierre-Hugues Herbert,Grass,O,20190617,3,11.0,2.0,93.0,15.0,Halle,R16,2-6 7-6(2) 6-4,0,61.0,43.0,21.0,4.0,5.0,123.0,43.0
Andreas Seppi,Matteo Berrettini,Grass,O,20190617,3,4.0,3.0,86.0,13.0,Halle,R16,4-6 6-3 6-2,0,57.0,41.0,11.0,2.0,5.0,69.0,22.0
Jan-Lennard Struff,Karen Khachanov,Grass,O,20190617,3,11.0,3.0,87.0,14.0,Halle,R16,6-3 3-6 6-4,0,44.0,37.0,20.0,5.0,7.0,35.0,9.0
Radu Albot,David Goffin,Grass,O,20190617,3,4.0,1.0,82.0,14.0,Halle,R16,4-6 6-4 6-3,0,57.0,41.0,13.0,3.0,5.0,41.0,33.0
Steve Johnson,Alexander Zverev,Grass,O,20190617,3,4.0,1.0,66.0,11.0,Halle,R16,6-3 7-5,0,45.0,28.0,12.0,3.0,6.0,76.0,5.0
Roberto Bautista Agut,Roger Federer,Grass,O,20190617,3,3.0,1.0,87.0,15.0,Halle,QF,6-3 4-6 6-4,0,61.0,39.0,16.0,3.0,6.0,20.0,3.0
Borna Coric,Pierre-Hugues Herbert,Grass,O,20190617,3,1.0,1.0,31.0,6.0,Halle,QF,7-5 RET,0,18.0,15.0,7.0,3.0,4.0,14.0,43.0
Karen Khachanov,Matteo Berrettini,Grass,O,20190617,3,3.0,1.0,72.0,10.0,Halle,QF,6-2 7-6(4),0,49.0,34.0,10.0,9.0,11.0,9.0,22.0
Alexander Zverev,David Goffin,Grass,O,20190617,3,14.0,9.0,106.0,14.0,Halle,QF,3-6 6-1 7-6(3),0,70.0,51.0,12.0,11.0,15.0,5.0,33.0
Pierre-Hugues Herbert,Roger Federer,Grass,O,20190617,3,10.0,3.0,61.0,9.0,Halle,SF,6-3 6-3,0,39.0,27.0,9.0,5.0,8.0,43.0,3.0
Matteo Berrettini,David Goffin,Grass,O,20190617,3,14.0,0.0,65.0,10.0,Halle,SF,7-6(4) 6-3,0,40.0,33.0,11.0,5.0,6.0,22.0,33.0
David Goffin,Roger Federer,Grass,O,20190617,3,7.0,5.0,70.0,10.0,Halle,F,7-6(2) 6-1,0,38.0,25.0,16.0,3.0,6.0,33.0,3.0
Paul Jubb,Taylor Fritz,Grass,O,20190624,3,2.0,3.0,42.0,8.0,Eastbourne,R32,6-2 6-3,0,20.0,12.0,9.0,0.0,4.0,472.0,42.0
Reilly Opelka,Steve Johnson,Grass,O,20190624,3,13.0,2.0,70.0,11.0,Eastbourne,R32,7-6(4) 6-3,0,41.0,30.0,12.0,0.0,3.0,61.0,69.0
Marco Cecchinato,Hubert Hurkacz,Grass,O,20190624,3,2.0,6.0,52.0,10.0,Eastbourne,R32,6-4 6-4,0,27.0,18.0,14.0,0.0,3.0,40.0,52.0
Jeremy Chardy,Cameron Norrie,Grass,O,20190624,3,12.0,2.0,54.0,10.0,Eastbourne,R32,6-3 7-6(4),0,36.0,32.0,10.0,3.0,4.0,81.0,49.0
Denis Kudla,Pierre-Hugues Herbert,Grass,O,20190624,3,9.0,8.0,127.0,17.0,Eastbourne,R32,5-7 7-6(8) 6-4,0,64.0,44.0,33.0,6.0,9.0,113.0,38.0
Radu Albot,Daniel Evans,Grass,O,20190624,3,3.0,5.0,70.0,10.0,Eastbourne,R32,7-6(2) 6-2,0,52.0,33.0,9.0,3.0,6.0,41.0,65.0
John Millman,Fernando Verdasco,Grass,O,20190624,3,4.0,2.0,86.0,14.0,Eastbourne,R32,6-7(3) 6-4 6-1,0,51.0,35.0,21.0,7.0,11.0,58.0,36.0
Jay Clarke,Juan Ignacio Londero,Grass,O,20190624,3,5.0,7.0,114.0,14.0,Eastbourne,R32,6-7(5) 6-1 6-3,0,49.0,28.0,35.0,11.0,17.0,166.0,62.0
Mikhail Kukushkin,Sam Querrey,Grass,O,20190624,3,3.0,1.0,75.0,10.0,Eastbourne,R32,6-3 7-6(4),0,49.0,32.0,11.0,5.0,8.0,47.0,79.0
Tennys Sandgren,Gilles Simon,Grass,O,20190624,3,7.0,3.0,56.0,9.0,Eastbourne,R32,7-5 6-1,0,29.0,18.0,10.0,6.0,11.0,92.0,25.0
Pablo Cuevas,Nicolas Jarry,Grass,O,20190624,3,7.0,2.0,57.0,9.0,Eastbourne,R32,6-1 7-6(4),0,35.0,28.0,10.0,0.0,2.0,44.0,55.0
James Ward,Thomas Fabbiano,Grass,O,20190624,3,4.0,6.0,70.0,12.0,Eastbourne,R32,2-6 6-3 6-1,0,36.0,25.0,16.0,4.0,9.0,205.0,102.0
Guido Pella,Taylor Fritz,Grass,O,20190624,3,6.0,6.0,104.0,15.0,Eastbourne,R16,6-4 3-6 6-4,0,66.0,45.0,18.0,7.0,10.0,26.0,42.0
Steve Johnson,Hubert Hurkacz,Grass,O,20190624,3,5.0,1.0,62.0,10.0,Eastbourne,R16,6-3 7-6(6),0,38.0,29.0,14.0,0.0,1.0,69.0,52.0
Cameron Norrie,Kyle Edmund,Grass,O,20190624,3,2.0,3.0,48.0,8.0,Eastbourne,R16,6-2 6-2,0,31.0,19.0,7.0,1.0,5.0,49.0,31.0
Pierre-Hugues Herbert,Daniel Evans,Grass,O,20190624,3,5.0,6.0,93.0,11.0,Eastbourne,R16,6-3 7-5,0,51.0,30.0,18.0,11.0,16.0,38.0,65.0
Juan Ignacio Londero,Fernando Verdasco,Grass,O,20190624,3,8.0,4.0,114.0,17.0,Eastbourne,R16,6-7(4) 6-3 7-6(2),0,64.0,45.0,29.0,5.0,7.0,62.0,36.0
Dusan Lajovic,Sam Querrey,Grass,O,20190624,3,1.0,0.0,41.0,8.0,Eastbourne,R16,6-2 6-3,0,27.0,17.0,7.0,2.0,5.0,33.0,79.0
Nicolas Jarry,Gilles Simon,Grass,O,20190624,3,10.0,3.0,74.0,9.0,Eastbourne,R16,6-2 6-4,0,40.0,24.0,17.0,9.0,12.0,55.0,25.0
Laslo Djere,Thomas Fabbiano,Grass,O,20190624,3,7.0,6.0,95.0,12.0,Eastbourne,R16,7-6(5) 7-6(6),0,51.0,34.0,19.0,4.0,8.0,30.0,102.0
Hubert Hurkacz,Taylor Fritz,Grass,O,20190624,3,9.0,5.0,81.0,11.0,Eastbourne,QF,6-4 7-6(5),0,54.0,40.0,11.0,7.0,9.0,52.0,42.0
Daniel Evans,Kyle Edmund,Grass,O,20190624,3,3.0,3.0,84.0,13.0,Eastbourne,QF,1-6 6-3 6-4,0,55.0,40.0,12.0,3.0,6.0,65.0,31.0
Fernando Verdasco,Sam Querrey,Grass,O,20190624,3,17.0,6.0,87.0,10.0,Eastbourne,QF,7-6(4) 6-2,0,41.0,28.0,23.0,9.0,11.0,36.0,79.0
Gilles Simon,Thomas Fabbiano,Grass,O,20190624,3,1.0,5.0,65.0,10.0,Eastbourne,QF,6-4 6-3,0,41.0,25.0,10.0,7.0,11.0,25.0,102.0
Kyle Edmund,Taylor Fritz,Grass,O,20190624,3,3.0,2.0,57.0,10.0,Eastbourne,SF,7-6(8) 6-3,0,42.0,33.0,9.0,0.0,1.0,31.0,42.0
Thomas Fabbiano,Sam Querrey,Grass,O,20190624,3,3.0,2.0,85.0,14.0,Eastbourne,SF,6-3 6-7(4) 6-3,0,66.0,49.0,9.0,6.0,8.0,102.0,79.0
Sam Querrey,Taylor Fritz,Grass,O,20190624,3,9.0,0.0,51.0,9.0,Eastbourne,F,6-3 6-4,0,33.0,22.0,10.0,1.0,3.0,79.0,42.0
Jozef Kovalik,Viktor Troicki,Grass,O,20190624,3,2.0,5.0,64.0,11.0,Antalya,R32,7-6(3) 6-4,0,39.0,28.0,11.0,0.0,3.0,169.0,193.0
Jaume Munar,Miomir Kecmanovic,Grass,O,20190624,3,4.0,3.0,53.0,10.0,Antalya,R32,6-4 6-3,0,37.0,26.0,7.0,1.0,4.0,88.0,82.0
Federico Delbonis,Ugo Humbert,Grass,O,20190624,3,3.0,3.0,56.0,10.0,Antalya,R32,6-3 7-5,0,34.0,24.0,10.0,2.0,5.0,76.0,64.0
Steve Darcis,Bradley Klahn,Grass,O,20190624,3,3.0,1.0,37.0,8.0,Antalya,R32,6-3 6-2,0,25.0,17.0,5.0,1.0,4.0,230.0,89.0
Ernests Gulbis,Altug Celikbilek,Grass,O,20190624,3,14.0,6.0,76.0,14.0,Antalya,R32,6-3 4-6 6-4,0,40.0,35.0,18.0,2.0,4.0,90.0,443.0
Matthew Ebden,Damir Dzumhur,Grass,O,20190624,3,7.0,7.0,65.0,11.0,Antalya,R32,6-4 7-5,0,44.0,33.0,9.0,4.0,7.0,91.0,63.0
Andreas Seppi,Bernard Tomic,Grass,O,20190624,3,16.0,3.0,117.0,15.0,Antalya,R32,4-6 6-4 6-4,0,62.0,47.0,24.0,7.0,10.0,71.0,101.0
Ergi Kirkin,Peter Gojowczyk,Grass,O,20190624,3,7.0,3.0,104.0,15.0,Antalya,R32,6-3 6-7(3) 6-2,0,59.0,36.0,18.0,8.0,16.0,566.0,123.0
Cem Ilkel,Kevin Krawietz,Grass,O,20190624,3,4.0,1.0,48.0,10.0,Antalya,R32,6-4 6-4,0,34.0,27.0,7.0,1.0,3.0,271.0,277.0
Joao Sousa,Lorenzo Sonego,Grass,O,20190624,3,2.0,1.0,58.0,10.0,Antalya,R32,6-3 7-6(11),0,37.0,30.0,16.0,2.0,3.0,66.0,75.0
Janko Tipsarevic,Prajnesh Gunneswaran,Grass,O,20190624,3,6.0,2.0,59.0,9.0,Antalya,R32,6-0 7-6(6),0,29.0,20.0,13.0,0.0,3.0,286.0,94.0
JC Aragone,Roberto Carballes Baena,Grass,O,20190624,3,7.0,4.0,82.0,11.0,Antalya,R32,6-4 7-6(2),0,50.0,33.0,15.0,6.0,8.0,265.0,72.0
Benoit Paire,Viktor Troicki,Grass,O,20190624,3,11.0,5.0,79.0,12.0,Antalya,R16,7-6(4) 7-6(5),0,34.0,29.0,22.0,1.0,3.0,32.0,193.0
Ugo Humbert,Miomir Kecmanovic,Grass,O,20190624,3,7.0,3.0,63.0,11.0,Antalya,R16,6-4 7-5,0,38.0,33.0,8.0,4.0,7.0,64.0,82.0
Bradley Klahn,Jordan Thompson,Grass,O,20190624,3,8.0,5.0,70.0,10.0,Antalya,R16,7-6(7) 6-3,0,46.0,34.0,11.0,6.0,7.0,89.0,45.0
Altug Celikbilek,Damir Dzumhur,Grass,O,20190624,3,8.0,12.0,92.0,14.0,Antalya,R16,6-3 4-6 6-3,0,48.0,40.0,16.0,5.0,8.0,443.0,63.0
Peter Gojowczyk,Bernard Tomic,Grass,O,20190624,3,10.0,2.0,61.0,10.0,Antalya,R16,7-6(3) 6-3,0,38.0,29.0,9.0,1.0,3.0,123.0,101.0
Kevin Krawietz,Pablo Carreno Busta,Grass,O,20190624,3,9.0,4.0,82.0,11.0,Antalya,R16,7-6(6) 6-4,0,53.0,38.0,14.0,7.0,8.0,277.0,59.0
Prajnesh Gunneswaran,Lorenzo Sonego,Grass,O,20190624,3,6.0,5.0,94.0,15.0,Antalya,R16,6-7(3) 6-0 7-5,0,55.0,41.0,16.0,2.0,6.0,94.0,75.0
Roberto Carballes Baena,Adrian Mannarino,Grass,O,20190624,3,8.0,3.0,96.0,14.0,Antalya,R16,3-6 6-1 7-5,0,59.0,39.0,16.0,11.0,15.0,72.0,37.0
