player,opp,surface,indoor,tourney_date,best_of,ace,df,svpt,svgms,tourney_name,round,score,won,sv_1in,sv_1won,sv_2won,bp_saved,bp_faced,rank,opp_rank
Yosuke Watanuki,Pedro Martinez,Clay,O,20220516,3,8.0,10.0,110.0,15.0,Lyon,R32,6-7(2) 6-4 6-2,1,57.0,40.0,28.0,6.0,8.0,263.0,43.0
Adrian Mannarino,Aslan Karatsev,Clay,O,20220516,3,1.0,6.0,92.0,11.0,Lyon,R32,7-6(7) 6-4,1,42.0,24.0,29.0,4.0,7.0,73.0,39.0
Holger Rune,Arthur Rinderknech,Clay,O,20220516,3,4.0,1.0,76.0,12.0,Lyon,R32,7-6(4) 7-6(3),1,50.0,39.0,18.0,0.0,1.0,40.0,65.0
Manuel Guinard,Hugo Gaston,Clay,O,20220516,3,7.0,7.0,93.0,15.0,Lyon,R32,6-4 6-7(5) 6-2,1,62.0,41.0,14.0,2.0,6.0,158.0,68.0
Sebastian Baez,Tomas Martin Etcheverry,Clay,O,20220516,3,1.0,0.0,42.0,7.0,Lyon,R32,6-2 6-1,1,28.0,19.0,11.0,1.0,1.0,38.0,90.0
Oscar Otte,Lucas Pouille,Clay,O,20220516,3,5.0,1.0,46.0,8.0,Lyon,R32,6-3 6-1,1,26.0,22.0,13.0,1.0,1.0,60.0,163.0
Francisco Cerundolo,James Duckworth,Clay,O,20220516,3,5.0,5.0,71.0,13.0,Lyon,R32,6-2 3-6 6-3,1,44.0,37.0,11.0,3.0,5.0,44.0,70.0
Federico Coria,Pablo Carreno Busta,Clay,O,20220516,3,5.0,2.0,56.0,11.0,Lyon,R16,7-5 6-3,1,39.0,29.0,13.0,1.0,2.0,59.0,17.0
Alex Molcan,Karen Khachanov,Clay,O,20220516,3,5.0,2.0,62.0,10.0,Lyon,R16,6-2 7-6(4),1,35.0,26.0,16.0,3.0,4.0,47.0,24.0
Alex de Minaur,Ugo Humbert,Clay,O,20220516,3,0.0,1.0,94.0,12.0,Lyon,R16,1-6 6-3 6-2,1,50.0,33.0,23.0,12.0,14.0,21.0,45.0
Yosuke Watanuki,Soonwoo Kwon,Clay,O,20220516,3,13.0,5.0,76.0,10.0,Lyon,R16,6-3 6-4,1,39.0,33.0,15.0,4.0,5.0,263.0,71.0
Holger Rune,Adrian Mannarino,Clay,O,20220516,3,4.0,3.0,65.0,9.0,Lyon,R16,6-4 6-3,1,43.0,32.0,12.0,5.0,5.0,40.0,73.0
Manuel Guinard,Michael Mmoh,Clay,O,20220516,3,7.0,2.0,132.0,16.0,Lyon,R16,4-6 6-4 7-5,1,91.0,56.0,21.0,19.0,24.0,158.0,179.0
Sebastian Baez,Oscar Otte,Clay,O,20220516,3,2.0,1.0,78.0,15.0,Lyon,R16,5-7 6-4 6-2,1,58.0,39.0,14.0,1.0,4.0,38.0,60.0
Cameron Norrie,Francisco Cerundolo,Clay,O,20220516,3,2.0,3.0,60.0,10.0,Lyon,R16,6-4 6-4,1,31.0,20.0,18.0,3.0,5.0,11.0,44.0
Alex Molcan,Federico Coria,Clay,O,20220516,3,2.0,2.0,62.0,9.0,Lyon,QF,6-3 6-2,1,32.0,15.0,21.0,3.0,5.0,47.0,59.0
Alex de Minaur,Yosuke Watanuki,Clay,O,20220516,3,1.0,0.0,25.0,5.0,Lyon,QF,6-4 RET,1,11.0,10.0,10.0,0.0,0.0,21.0,263.0
Holger Rune,Manuel Guinard,Clay,O,20220516,3,5.0,5.0,79.0,14.0,Lyon,QF,3-6 6-3 6-4,1,49.0,40.0,17.0,6.0,7.0,40.0,158.0
Cameron Norrie,Sebastian Baez,Clay,O,20220516,3,2.0,4.0,96.0,16.0,Lyon,QF,6-4 4-6 7-5,1,58.0,40.0,22.0,2.0,5.0,11.0,38.0
Alex Molcan,Alex de Minaur,Clay,O,20220516,3,2.0,2.0,67.0,10.0,Lyon,SF,7-6(2) 6-2,1,47.0,33.0,10.0,4.0,7.0,47.0,21.0
Cameron Norrie,Holger Rune,Clay,O,20220516,3,6.0,1.0,79.0,15.0,Lyon,SF,6-2 5-7 6-4,1,52.0,40.0,16.0,0.0,3.0,11.0,40.0
Cameron Norrie,Alex Molcan,Clay,O,20220516,3,6.0,2.0,90.0,13.0,Lyon,F,6-3 6-7(3) 6-1,1,58.0,42.0,15.0,5.0,7.0,11.0,47.0
Novak Djokovic,Yoshihito Nishioka,Clay,O,20220523,5,9.0,0.0,86.0,11.0,Roland Garros,R128,6-3 6-1 6-0,1,60.0,44.0,11.0,5.0,6.0,1.0,99.0
Alex Molcan,Federico Coria,Clay,O,20220523,5,1.0,1.0,112.0,19.0,Roland Garros,R128,6-3 6-4 3-6 6-3,1,71.0,43.0,23.0,2.0,8.0,38.0,54.0
Aljaz Bedene,Christopher O'Connell,Clay,O,20220523,5,10.0,1.0,119.0,19.0,Roland Garros,R128,6-2 6-4 6-7(5) 6-1,1,62.0,48.0,33.0,10.0,12.0,194.0,116.0
Pablo Cuevas,Jenson Brooksby,Clay,O,20220523,5,1.0,2.0,68.0,12.0,Roland Garros,R128,6-2 6-1 6-2,1,41.0,33.0,18.0,2.0,2.0,148.0,34.0
Grigor Dimitrov,Marcos Giron,Clay,O,20220523,5,2.0,2.0,63.0,11.0,Roland Garros,R128,6-1 6-1 6-1,1,40.0,33.0,14.0,1.0,1.0,21.0,49.0
Borna Coric,Carlos Taberner,Clay,O,20220523,5,5.0,2.0,104.0,17.0,Roland Garros,R128,3-6 6-2 6-3 6-1,1,68.0,52.0,19.0,5.0,7.0,278.0,85.0
Jaume Munar,Daniel Altmaier,Clay,O,20220523,5,4.0,3.0,107.0,17.0,Roland Garros,R128,6-1 6-3 4-6 6-3,1,62.0,41.0,22.0,6.0,11.0,87.0,53.0
Diego Schwartzman,Andrey Kuznetsov,Clay,O,20220523,5,1.0,7.0,110.0,17.0,Roland Garros,R128,6-3 1-6 6-4 6-2,1,78.0,43.0,19.0,7.0,13.0,16.0,227.0
Felix Auger-Aliassime,Juan Pablo Varillas,Clay,O,20220523,5,14.0,3.0,120.0,21.0,Roland Garros,R128,2-6 2-6 6-1 6-3 6-3,1,75.0,62.0,18.0,5.0,9.0,9.0,121.0
Camilo Ugo Carabelli,Aslan Karatsev,Clay,O,20220523,5,7.0,3.0,166.0,25.0,Roland Garros,R128,6-3 4-6 6-4 3-6 7-6(5),1,108.0,67.0,28.0,4.0,12.0,154.0,41.0
Borna Gojo,Alessandro Giannessi,Clay,O,20220523,5,18.0,7.0,190.0,27.0,Roland Garros,R128,6-4 6-7(3) 6-7(4) 7-6(4) 6-4,1,130.0,90.0,28.0,11.0,16.0,222.0,172.0
Filip Krajinovic,Reilly Opelka,Clay,O,20220523,5,6.0,1.0,81.0,15.0,Roland Garros,R128,7-6(5) 6-2 6-3,1,62.0,50.0,16.0,0.0,0.0,55.0,17.0
Botic van de Zandschulp,Pavel Kotov,Clay,O,20220523,5,10.0,3.0,99.0,18.0,Roland Garros,R128,6-3 3-6 6-3 6-2,1,64.0,49.0,18.0,2.0,6.0,29.0,140.0
Fabio Fognini,Alexei Popyrin,Clay,O,20220523,5,3.0,2.0,103.0,16.0,Roland Garros,R128,6-4 7-5 6-4,1,75.0,54.0,15.0,6.0,7.0,51.0,102.0
Corentin Moutet,Stan Wawrinka,Clay,O,20220523,5,1.0,5.0,112.0,18.0,Roland Garros,R128,2-6 6-3 7-6(2) 6-3,1,68.0,49.0,23.0,3.0,6.0,138.0,263.0
Rafael Nadal,Jordan Thompson,Clay,O,20220523,5,1.0,0.0,63.0,12.0,Roland Garros,R128,6-2 6-2 6-2,1,41.0,30.0,17.0,1.0,2.0,5.0,82.0
Alexander Zverev,Sebastian Ofner,Clay,O,20220523,5,13.0,4.0,74.0,14.0,Roland Garros,R128,6-2 6-4 6-4,1,47.0,40.0,17.0,0.0,0.0,3.0,218.0
Sebastian Baez,Dusan Lajovic,Clay,O,20220523,5,2.0,1.0,117.0,19.0,Roland Garros,R128,6-3 3-6 6-4 6-3,1,110.0,71.0,5.0,11.0,14.0,36.0,64.0
Brandon Nakashima,Kamil Majchrzak,Clay,O,20220523,5,19.0,7.0,156.0,23.0,Roland Garros,R128,6-4 2-6 4-6 7-6(3) 6-2,1,97.0,70.0,24.0,8.0,14.0,75.0,79.0
Tallon Griekspoor,Alejandro Davidovich Fokina,Clay,O,20220523,5,4.0,2.0,94.0,17.0,Roland Garros,R128,2-6 6-0 6-4 6-3,1,67.0,42.0,17.0,3.0,8.0,58.0,28.0
John Isner,Quentin Halys,Clay,O,20220523,5,27.0,5.0,153.0,23.0,Roland Garros,R128,7-6(3) 4-6 7-6(1) 7-6(6),1,100.0,78.0,34.0,8.0,10.0,26.0,84.0
Gregoire Barrere,Taro Daniel,Clay,O,20220523,5,5.0,5.0,135.0,21.0,Roland Garros,R128,3-6 6-2 0-6 6-3 6-4,1,92.0,66.0,18.0,8.0,13.0,209.0,114.0
Bernabe Zapata Miralles,Michael Mmoh,Clay,O,20220523,5,4.0,2.0,98.0,16.0,Roland Garros,R128,7-6(7) 6-3 7-5,1,76.0,53.0,14.0,5.0,7.0,130.0,175.0
Taylor Fritz,Santiago Rodriguez Taverna,Clay,O,20220523,5,2.0,1.0,151.0,24.0,Roland Garros,R128,7-6(2) 3-6 6-3 4-6 6-4,1,108.0,74.0,23.0,2.0,9.0,14.0,200.0
Cameron Norrie,Manuel Guinard,Clay,O,20220523,5,4.0,4.0,103.0,13.0,Roland Garros,R128,7-5 6-2 6-0,1,74.0,49.0,15.0,9.0,11.0,11.0,145.0
Jason Kubler,Denis Kudla,Clay,O,20220523,5,10.0,5.0,131.0,18.0,Roland Garros,R128,7-6(5) 7-6(2) 7-6(3),1,78.0,60.0,29.0,4.0,7.0,159.0,81.0
Hugo Dellien,Dominic Thiem,Clay,O,20220523,5,2.0,0.0,79.0,14.0,Roland Garros,R128,6-3 6-2 6-4,1,64.0,49.0,10.0,0.0,0.0,90.0,189.0
Karen Khachanov,Nuno Borges,Clay,O,20220523,5,7.0,5.0,115.0,19.0,Roland Garros,R128,6-3 2-6 6-4 6-4,1,71.0,51.0,27.0,6.0,8.0,25.0,134.0
Sebastian Korda,John Millman,Clay,O,20220523,5,8.0,3.0,107.0,15.0,Roland Garros,R128,6-1 7-5 7-6(6),1,82.0,58.0,11.0,5.0,7.0,30.0,91.0
Richard Gasquet,Lloyd Harris,Clay,O,20220523,5,3.0,2.0,75.0,13.0,Roland Garros,R128,6-1 6-3 6-4,1,48.0,35.0,20.0,1.0,1.0,70.0,39.0
Albert Ramos-Vinolas,Thanasi Kokkinakis,Clay,O,20220523,5,4.0,2.0,128.0,21.0,Roland Garros,R128,6-4 4-6 6-4 7-6(5),1,86.0,55.0,25.0,4.0,9.0,44.0,86.0
Carlos Alcaraz,Juan Ignacio Londero,Clay,O,20220523,5,2.0,0.0,67.0,12.0,Roland Garros,R128,6-4 6-2 6-0,1,46.0,37.0,13.0,0.0,0.0,6.0,141.0
Casper Ruud,Jo-Wilfried Tsonga,Clay,O,20220523,5,7.0,1.0,142.0,22.0,Roland Garros,R128,6-7(6) 7-6(4) 6-2 7-6(0),1,102.0,77.0,23.0,5.0,7.0,8.0,296.0
Emil Ruusuvuori,Ugo Humbert,Clay,O,20220523,5,3.0,3.0,138.0,23.0,Roland Garros,R128,6-2 2-6 6-7(4) 6-4 6-2,1,88.0,67.0,25.0,3.0,7.0,61.0,46.0
Joao Sousa,Chun-Hsin Tseng,Clay,O,20220523,5,2.0,3.0,165.0,23.0,Roland Garros,R128,6-7(5) 6-1 4-6 6-1 6-4,1,113.0,76.0,27.0,9.0,12.0,63.0,108.0
Lorenzo Sonego,Peter Gojowczyk,Clay,O,20220523,5,7.0,0.0,68.0,11.0,Roland Garros,R128,6-2 6-2 6-1,1,49.0,36.0,9.0,2.0,4.0,35.0,94.0
Frances Tiafoe,Benjamin Bonzi,Clay,O,20220523,5,11.0,0.0,111.0,18.0,Roland Garros,R128,7-5 7-5 7-6(5),1,70.0,52.0,22.0,6.0,9.0,27.0,52.0
David Goffin,Jiri Lehecka,Clay,O,20220523,5,1.0,5.0,113.0,20.0,Roland Garros,R128,6-4 4-6 6-4 6-4,1,64.0,40.0,30.0,2.0,7.0,48.0,77.0
Marco Cecchinato,Pablo Andujar,Clay,O,20220523,5,4.0,2.0,148.0,22.0,Roland Garros,R128,4-6 4-6 6-0 7-5 6-0,1,105.0,71.0,22.0,11.0,16.0,131.0,98.0
Hubert Hurkacz,Giulio Zeppieri,Clay,O,20220523,5,10.0,3.0,81.0,16.0,Roland Garros,R128,7-5 6-2 7-5,1,63.0,51.0,14.0,0.0,0.0,13.0,215.0
Holger Rune,Denis Shapovalov,Clay,O,20220523,5,0.0,0.0,88.0,14.0,Roland Garros,R128,6-3 6-1 7-6(4),1,60.0,43.0,21.0,2.0,3.0,40.0,15.0
Henri Laaksonen,Pedro Martinez,Clay,O,20220523,5,7.0,2.0,158.0,20.0,Roland Garros,R128,2-6 6-4 6-4 7-6(1),1,107.0,68.0,24.0,13.0,18.0,96.0,43.0
Pedro Cachin,Norbert Gombos,Clay,O,20220523,5,11.0,4.0,102.0,17.0,Roland Garros,R128,6-1 3-6 6-2 6-3,1,94.0,69.0,3.0,8.0,10.0,152.0,111.0
Hugo Gaston,Alex de Minaur,Clay,O,20220523,5,1.0,2.0,161.0,23.0,Roland Garros,R128,4-6 6-2 6-3 0-6 7-6(4),1,82.0,47.0,39.0,11.0,22.0,74.0,20.0
Daniel Evans,Francisco Cerundolo,Clay,O,20220523,5,4.0,3.0,93.0,16.0,Roland Garros,R128,7-6(3) 6-4 6-4,1,61.0,38.0,19.0,3.0,8.0,32.0,45.0
Mikael Ymer,James Duckworth,Clay,O,20220523,5,3.0,1.0,71.0,13.0,Roland Garros,R128,6-2 6-4 6-2,1,50.0,36.0,16.0,1.0,2.0,95.0,72.0
Zdenek Kolar,Lucas Pouille,Clay,O,20220523,5,4.0,8.0,147.0,21.0,Roland Garros,R128,6-3 4-6 7-5 6-4,1,95.0,68.0,21.0,5.0,9.0,133.0,161.0
Stefanos Tsitsipas,Lorenzo Musetti,Clay,O,20220523,5,10.0,8.0,145.0,24.0,Roland Garros,R128,5-7 4-6 6-2 6-3 6-2,1,106.0,77.0,19.0,6.0,11.0,4.0,66.0
Andrey Rublev,Soonwoo Kwon,Clay,O,20220523,5,15.0,2.0,123.0,19.0,Roland Garros,R128,6-7(5) 6-3 6-2 6-4,1,73.0,57.0,30.0,5.0,5.0,7.0,71.0
Federico Delbonis,Adrian Mannarino,Clay,O,20220523,5,2.0,5.0,89.0,14.0,Roland Garros,R128,6-1 7-6(1) 6-2,1,73.0,51.0,8.0,6.0,9.0,65.0,69.0
Ilya Ivashka,Benoit Paire,Clay,O,20220523,5,3.0,0.0,113.0,20.0,Roland Garros,R128,6-3 7-5 1-6 7-5,1,79.0,48.0,14.0,3.0,11.0,50.0,78.0
Cristian Garin,Tommy Paul,Clay,O,20220523,5,2.0,2.0,106.0,18.0,Roland Garros,R128,5-7 6-1 6-2 6-3,1,76.0,53.0,15.0,5.0,9.0,37.0,33.0
Nikoloz Basilashvili,Maxime Cressy,Clay,O,20220523,5,5.0,7.0,150.0,23.0,Roland Garros,R128,3-6 2-6 7-6(8) 6-4 6-4,1,85.0,66.0,36.0,4.0,7.0,24.0,62.0
Mackenzie McDonald,Franco Agamenone,Clay,O,20220523,5,1.0,2.0,124.0,18.0,Roland Garros,R128,1-6 6-2 6-3 7-6(3),1,85.0,54.0,20.0,9.0,15.0,60.0,155.0
Roberto Carballes Baena,Oscar Otte,Clay,O,20220523,5,2.0,7.0,183.0,23.0,Roland Garros,R128,7-6(5) 6-1 3-6 2-6 6-3,1,129.0,76.0,29.0,16.0,22.0,89.0,59.0
Jannik Sinner,Bjorn Fratangelo,Clay,O,20220523,5,6.0,2.0,77.0,13.0,Roland Garros,R128,6-3 6-2 6-3,1,47.0,37.0,19.0,2.0,2.0,12.0,185.0
Gilles Simon,Pablo Carreno Busta,Clay,O,20220523,5,3.0,5.0,115.0,23.0,Roland Garros,R128,6-4 6-4 4-6 1-6 6-4,1,88.0,54.0,26.0,10.0,19.0,157.0,18.0
Steve Johnson,Jiri Vesely,Clay,O,20220523,5,22.0,3.0,112.0,21.0,Roland Garros,R128,6-7(4) 7-6(4) 6-3 6-2,1,88.0,62.0,31.0,2.0,2.0,92.0,73.0
Marton Fucsovics,Geoffrey Blancaneaux,Clay,O,20220523,5,1.0,0.0,89.0,14.0,Roland Garros,R128,6-2 6-4 6-4,1,61.0,44.0,14.0,6.0,9.0,57.0,190.0
Marin Cilic,Attila Balazs,Clay,O,20220523,5,11.0,1.0,57.0,10.0,Roland Garros,R128,6-0 6-1 6-2,1,38.0,30.0,13.0,1.0,1.0,23.0,261.0
Miomir Kecmanovic,Tomas Martin Etcheverry,Clay,O,20220523,5,5.0,2.0,76.0,15.0,Roland Garros,R128,6-3 7-5 6-3,1,46.0,38.0,12.0,0.0,4.0,31.0,88.0
Alexander Bublik,Arthur Rinderknech,Clay,O,20220523,5,16.0,2.0,82.0,14.0,Roland Garros,R128,6-2 6-4 6-4,1,52.0,43.0,19.0,5.0,5.0,42.0,68.0
Laslo Djere,Ricardas Berankis,Clay,O,20220523,5,2.0,4.0,99.0,15.0,Roland Garros,R128,6-4 6-4 6-4,1,63.0,44.0,20.0,4.0,6.0,56.0,101.0
Daniil Medvedev,Facundo Bagnis,Clay,O,20220523,5,12.0,6.0,74.0,12.0,Roland Garros,R128,6-2 6-2 6-2,1,40.0,31.0,18.0,7.0,9.0,2.0,103.0
Novak Djokovic,Alex Molcan,Clay,O,20220523,5,10.0,0.0,89.0,15.0,Roland Garros,R64,6-2 6-3 7-6(4),1,66.0,52.0,14.0,1.0,2.0,1.0,38.0
Aljaz Bedene,Pablo Cuevas,Clay,O,20220523,5,13.0,5.0,128.0,21.0,Roland Garros,R64,4-6 6-4 7-6(5) 6-4,1,72.0,54.0,29.0,7.0,11.0,194.0,148.0
Grigor Dimitrov,Borna Coric,Clay,O,20220523,5,4.0,2.0,75.0,13.0,Roland Garros,R64,6-0 6-4 6-3,1,55.0,43.0,13.0,2.0,2.0,21.0,278.0
Diego Schwartzman,Jaume Munar,Clay,O,20220523,5,1.0,5.0,153.0,22.0,Roland Garros,R64,2-6 6-7(3) 6-2 6-2 6-2,1,106.0,69.0,26.0,11.0,14.0,16.0,87.0
Felix Auger-Aliassime,Camilo Ugo Carabelli,Clay,O,20220523,5,8.0,4.0,97.0,13.0,Roland Garros,R64,6-0 6-3 6-4,1,59.0,44.0,22.0,5.0,5.0,9.0,154.0
Filip Krajinovic,Borna Gojo,Clay,O,20220523,5,3.0,3.0,131.0,20.0,Roland Garros,R64,7-6(5) 6-2 5-7 6-1,1,86.0,57.0,27.0,6.0,9.0,55.0,222.0
Botic van de Zandschulp,Fabio Fognini,Clay,O,20220523,5,2.0,2.0,86.0,13.0,Roland Garros,R64,6-4 7-6(2) 3-2 RET,1,53.0,39.0,16.0,5.0,8.0,29.0,51.0
Rafael Nadal,Corentin Moutet,Clay,O,20220523,5,1.0,2.0,72.0,13.0,Roland Garros,R64,6-3 6-1 6-4,1,47.0,34.0,14.0,2.0,4.0,5.0,138.0
Alexander Zverev,Sebastian Baez,Clay,O,20220523,5,12.0,4.0,155.0,23.0,Roland Garros,R64,2-6 4-6 6-1 6-2 7-5,1,106.0,72.0,23.0,8.0,13.0,3.0,36.0
Brandon Nakashima,Tallon Griekspoor,Clay,O,20220523,5,6.0,2.0,91.0,15.0,Roland Garros,R64,7-6(6) 6-4 6-2,1,60.0,45.0,19.0,6.0,8.0,75.0,58.0
John Isner,Gregoire Barrere,Clay,O,20220523,5,23.0,4.0,110.0,20.0,Roland Garros,R64,6-4 6-4 3-6 7-6(5),1,69.0,58.0,25.0,1.0,2.0,26.0,209.0
Bernabe Zapata Miralles,Taylor Fritz,Clay,O,20220523,5,3.0,3.0,99.0,17.0,Roland Garros,R64,3-6 6-2 6-2 6-3,1,68.0,44.0,17.0,8.0,13.0,130.0,14.0
Cameron Norrie,Jason Kubler,Clay,O,20220523,5,5.0,2.0,74.0,14.0,Roland Garros,R64,6-3 6-4 6-3,1,52.0,38.0,16.0,2.0,4.0,11.0,159.0
Karen Khachanov,Hugo Dellien,Clay,O,20220523,5,6.0,4.0,134.0,21.0,Roland Garros,R64,4-6 6-4 7-6(1) 6-3,1,90.0,63.0,22.0,5.0,9.0,25.0,90.0
Sebastian Korda,Richard Gasquet,Clay,O,20220523,5,9.0,1.0,96.0,15.0,Roland Garros,R64,7-6(5) 6-3 6-3,1,57.0,44.0,20.0,2.0,4.0,30.0,70.0
Carlos Alcaraz,Albert Ramos-Vinolas,Clay,O,20220523,5,10.0,2.0,158.0,27.0,Roland Garros,R64,6-1 6-7(7) 5-7 7-6(2) 6-4,1,110.0,79.0,27.0,1.0,7.0,6.0,44.0
Casper Ruud,Emil Ruusuvuori,Clay,O,20220523,5,5.0,0.0,90.0,14.0,Roland Garros,R64,6-3 6-4 6-2,1,67.0,46.0,16.0,4.0,4.0,8.0,61.0
Lorenzo Sonego,Joao Sousa,Clay,O,20220523,5,12.0,1.0,113.0,16.0,Roland Garros,R64,7-6(4) 6-3 6-4,1,111.0,72.0,0.0,7.0,10.0,35.0,63.0
David Goffin,Frances Tiafoe,Clay,O,20220523,5,8.0,2.0,113.0,19.0,Roland Garros,R64,3-6 7-6(1) 6-2 6-4,1,60.0,43.0,34.0,4.0,7.0,48.0,27.0
Hubert Hurkacz,Marco Cecchinato,Clay,O,20220523,5,5.0,0.0,65.0,13.0,Roland Garros,R64,6-1 6-4 6-2,1,44.0,38.0,14.0,0.0,0.0,13.0,131.0
Holger Rune,Henri Laaksonen,Clay,O,20220523,5,6.0,4.0,72.0,13.0,Roland Garros,R64,6-2 6-3 6-3,1,48.0,42.0,13.0,1.0,1.0,40.0,96.0
Hugo Gaston,Pedro Cachin,Clay,O,20220523,5,2.0,1.0,88.0,14.0,Roland Garros,R64,6-4 6-2 6-4,1,46.0,37.0,23.0,4.0,5.0,74.0,152.0
Mikael Ymer,Daniel Evans,Clay,O,20220523,5,4.0,8.0,128.0,18.0,Roland Garros,R64,6-3 3-6 6-2 6-3,1,80.0,55.0,18.0,10.0,15.0,95.0,32.0
Stefanos Tsitsipas,Zdenek Kolar,Clay,O,20220523,5,25.0,5.0,163.0,23.0,Roland Garros,R64,6-3 7-6(8) 6-7(3) 7-6(7),1,96.0,70.0,38.0,6.0,8.0,4.0,133.0
Andrey Rublev,Federico Delbonis,Clay,O,20220523,5,8.0,1.0,108.0,18.0,Roland Garros,R64,6-3 3-6 6-2 6-3,1,74.0,56.0,20.0,3.0,4.0,7.0,65.0
Cristian Garin,Ilya Ivashka,Clay,O,20220523,5,3.0,3.0,121.0,21.0,Roland Garros,R64,6-3 7-6(5) 4-6 6-3,1,74.0,55.0,28.0,2.0,5.0,37.0,50.0
Mackenzie McDonald,Nikoloz Basilashvili,Clay,O,20220523,5,2.0,1.0,75.0,13.0,Roland Garros,R64,6-3 6-1 6-4,1,44.0,30.0,19.0,4.0,6.0,60.0,24.0
Jannik Sinner,Roberto Carballes Baena,Clay,O,20220523,5,11.0,3.0,129.0,19.0,Roland Garros,R64,3-6 6-4 6-4 6-3,1,76.0,51.0,28.0,9.0,13.0,12.0,89.0
Gilles Simon,Steve Johnson,Clay,O,20220523,5,5.0,2.0,102.0,16.0,Roland Garros,R64,7-5 6-1 7-6(6),1,74.0,50.0,15.0,3.0,7.0,157.0,92.0
Marin Cilic,Marton Fucsovics,Clay,O,20220523,5,12.0,6.0,119.0,19.0,Roland Garros,R64,4-6 6-4 6-2 6-3,1,66.0,51.0,32.0,7.0,9.0,23.0,57.0
Miomir Kecmanovic,Alexander Bublik,Clay,O,20220523,5,4.0,2.0,98.0,18.0,Roland Garros,R64,4-6 7-5 6-2 6-1,1,63.0,38.0,19.0,2.0,7.0,31.0,42.0
Daniil Medvedev,Laslo Djere,Clay,O,20220523,5,7.0,5.0,102.0,14.0,Roland Garros,R64,6-3 6-4 6-3,1,85.0,55.0,6.0,5.0,8.0,2.0,56.0
Novak Djokovic,Aljaz Bedene,Clay,O,20220523,5,9.0,1.0,66.0,13.0,Roland Garros,R32,6-3 6-3 6-2,1,48.0,41.0,13.0,1.0,1.0,1.0,194.0
Diego Schwartzman,Grigor Dimitrov,Clay,O,20220523,5,0.0,4.0,78.0,12.0,Roland Garros,R32,6-3 6-1 6-2,1,51.0,35.0,16.0,7.0,9.0,16.0,21.0
Felix Auger-Aliassime,Filip Krajinovic,Clay,O,20220523,5,16.0,6.0,103.0,18.0,Roland Garros,R32,7-6(3) 7-6(2) 7-5,1,67.0,57.0,18.0,0.0,2.0,9.0,55.0
Rafael Nadal,Botic van de Zandschulp,Clay,O,20220523,5,2.0,1.0,74.0,14.0,Roland Garros,R32,6-3 6-2 6-4,1,54.0,44.0,11.0,1.0,3.0,5.0,29.0
Alexander Zverev,Brandon Nakashima,Clay,O,20220523,5,18.0,5.0,123.0,17.0,Roland Garros,R32,7-6(2) 6-3 7-6(5),1,109.0,76.0,6.0,4.0,5.0,3.0,75.0
Bernabe Zapata Miralles,John Isner,Clay,O,20220523,5,5.0,1.0,150.0,24.0,Roland Garros,R32,6-4 3-6 6-4 6-7(5) 6-3,1,110.0,77.0,26.0,9.0,11.0,130.0,26.0
Karen Khachanov,Cameron Norrie,Clay,O,20220523,5,7.0,5.0,155.0,21.0,Roland Garros,R32,6-2 7-5 5-7 6-4,1,105.0,68.0,27.0,14.0,19.0,25.0,11.0
Carlos Alcaraz,Sebastian Korda,Clay,O,20220523,5,1.0,1.0,81.0,14.0,Roland Garros,R32,6-4 6-4 6-2,1,81.0,60.0,0.0,5.0,5.0,6.0,30.0
Casper Ruud,Lorenzo Sonego,Clay,O,20220523,5,8.0,2.0,129.0,23.0,Roland Garros,R32,6-2 6-7(3) 1-6 6-4 6-3,1,90.0,66.0,25.0,1.0,4.0,8.0,35.0
Hubert Hurkacz,David Goffin,Clay,O,20220523,5,9.0,1.0,80.0,14.0,Roland Garros,R32,7-5 6-2 6-1,1,56.0,47.0,13.0,5.0,5.0,13.0,48.0
Holger Rune,Hugo Gaston,Clay,O,20220523,5,2.0,5.0,87.0,14.0,Roland Garros,R32,6-3 6-3 6-3,1,58.0,38.0,16.0,8.0,11.0,40.0,74.0
Stefanos Tsitsipas,Mikael Ymer,Clay,O,20220523,5,3.0,1.0,56.0,11.0,Roland Garros,R32,6-2 6-2 6-1,1,42.0,35.0,11.0,1.0,1.0,4.0,95.0
Andrey Rublev,Cristian Garin,Clay,O,20220523,5,10.0,4.0,129.0,19.0,Roland Garros,R32,6-4 3-6 6-2 7-6(11),1,74.0,55.0,32.0,2.0,5.0,7.0,37.0
Jannik Sinner,Mackenzie McDonald,Clay,O,20220523,5,4.0,2.0,106.0,16.0,Roland Garros,R32,6-3 7-6(6) 6-3,1,60.0,45.0,26.0,7.0,8.0,12.0,60.0
Marin Cilic,Gilles Simon,Clay,O,20220523,5,8.0,2.0,66.0,12.0,Roland Garros,R32,6-0 6-3 6-2,1,39.0,28.0,15.0,0.0,2.0,23.0,157.0
Daniil Medvedev,Miomir Kecmanovic,Clay,O,20220523,5,6.0,3.0,79.0,13.0,Roland Garros,R32,6-2 6-4 6-2,1,58.0,45.0,12.0,2.0,2.0,2.0,31.0
Novak Djokovic,Diego Schwartzman,Clay,O,20220523,5,3.0,1.0,83.0,13.0,Roland Garros,R16,6-1 6-3 6-3,1,58.0,42.0,14.0,7.0,8.0,1.0,16.0
Rafael Nadal,Felix Auger-Aliassime,Clay,O,20220523,5,3.0,4.0,134.0,22.0,Roland Garros,R16,3-6 6-3 6-2 3-6 6-3,1,90.0,60.0,29.0,5.0,9.0,5.0,9.0
